COD_AJ_APUR;"DESCRICAO";INICIO;FIM
GO090001;"Cr. out. ao contribuinte de ICMS que apoiar financeiramente o PROTEGE. - RCTE - Art. 11, XXXVI - Anexo IX e Art. 9,I - Lei 14.469.";2013-01-01;2018-12-31
GO090002;"Cr. out. ao contribuinte do ICMS que apoiar financeiramente o PROESPORTE. - RCTE - Art. 11, XXXVII - Anexo IX";2013-01-01;2018-12-31
GO090003;"Cr. out. ao contribuinte participante projeto cultural da Lei GOYAZES. - RCTE - Art. 11, XXII - Anexo IX";2013-01-01;2018-12-31
GO090004;"Pagamento antecipado do ICMS - saída interestadual. - RCTE - Art. 340 §1º e IN 598/03";2013-01-01;
GO090005;"Cr. out. ao industrial de veículo automotor com PRODUZIR, a ser apropriado desde o inicio das atividades da industria em Goiás, no valor investido em infra-estrutura. - RCTE - Art. 11, XXXVIII,""c"" - Anexo IX";2013-01-01;2016-12-31
GO090006;"Pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. - IN 709/05; 754/05; 768/06 e demais similares.";2013-01-01;2017-03-31
GO090006;"Pela diferença a maior, entre o ICMS pago em parcelas, em percentuais do imposto apurado no período anterior, e o valor apurado para o período de referência. Reg. 1200. IN 155/94, 841/07 (GSF) e posteriores";2017-04-01;
GO090007;"Cr. especial/pré-operacional para investimento autorizado por TARE. - RCTE - Art. 19 a 29 - Anexo IX e TARE";2013-01-01;
GO090008;"Cr. relativo ao adicional de 2% na alíquota do ICMS, na operação ou a prestação sujeitas ao regime normal de tributação. PROTEGE. - CTE - Art. 27, § 5º e Art. 6 - IN 784/06";2013-01-01;
GO090009;"Cr. out. ao industrial, beneficiário do PRODUZIR, que instalou, até 31 de dezembro de 2007, na região Norte de Goiás, industrialização do biodiesel, no valor do investido em obras de infra-estrutura. - RCTE - Art. 11, XLIX - Anexo IX";2013-01-01;2013-12-31
GO090010;"Normal do ICMS do DARE pago, ao regularizar a operação, não se efetuar dentro do período de apuração e emitir o documento fiscal também. - RCTE - Art. 141, § 2º";2013-01-01;
GO090011;"Ref. ao valor pago, indevidamente, p/ erro de fato ocorrido na escrituração dos livros fiscais/preparo do doc. de arrecadação, mediante escrituração no per. de sua constatação, inclusive qdo autor. p/ Delegado Fiscal. -RCTE Art. 47, III, ""a"" e ""b"", §2º, I";2013-01-01;
GO090012;"Cr. Out. ao industrial alcooleiro do FOMENTAR ou PRODUZIR, na operação com álcool etílico anidro combustível. - RCTE - Art. 11, XXVI, anexo IX";2013-01-01;2023-03-31
GO090012;"Crédito Outorgado ao industrial alcooleiro do FOMENTAR/PRODUZIR ou PROGOIÁS, na operação com álcool anidro – Art. 11, XXVI e XXVI-A, Anexo IX, RCTE.";2024-12-01;
GO090012;"Crédito Outorgado ao industrial alcooleiro do FOMENTAR/PRODUZIR ou PROGOIÁS, na operação com álcool anidro - Art. 11, XXVI, Anexo IX, RCTE.";2023-04-01;2024-11-30
GO090013;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$20.000.000,00, em 20 parcelas mensais, iguais e sucessivas. - RCTE - Art. 11, LVII, c, Anexo IX";2013-01-01;2019-11-30
GO090013;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$90.000.000,00, em 60 parcelas mensais, iguais e sucessivas. - RCTE - Art. 11, LVII, c, Anexo IX";2019-12-01;2021-12-31
GO090013;"Cr. out. p/ ind. de veíc. aut. e fabric. de extintor do PRODUZIR, que imp. ou ampliar estabel. em GO, equiv. a R$90.000.000,00, em 60 parcelas mensais, iguais e sucessivas. - RCTE - Art. 11, LVII, c, Anexo IX. Mantido p/ sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO090014;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00, em 60 parcelas mensais, iguais e sucessivas. - RCTE - Art. 11, LVIII, c, Anexo IX";2013-01-01;2021-12-31
GO090014;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00, em 60 parcelas mensais, iguais e sucessivas. - RCTE - Art. 11, LVIII, c, Anexo IX. Mantido p/ sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO090015;"Cr. out. p/ para a empresa benefic. do PRODUZIR, que implantar, em GO, empreend. industrial p/ a prod. de componente p/ aeronave/mont. de avião, vl. de R$ 90.000.000,00 a ser util. na implantação. - RCTE - Art. 11, LIX, c, Anexo IX";2013-01-01;2022-11-30
GO090016;"Cr. out. ao industrial de veículo automotor beneficiário do PRODUZIR, em 98% do saldo devedor da saída do veículo e peças para o exterior. - RCTE - Art. 11, XXXVIII, ""b"" - Anexo IX";2013-01-01;2016-12-31
GO090017;"Cr. out. ao industrial de veículo automotor beneficiário do PRODUZIR, em 92,53% da parcela não incentivada pelo programa. - RCTE - Art. 11, XXXVIII, ""a"", § 14 a 18 - Anexo IX";2013-01-01;2016-12-31
GO090018;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a 98% saldo devedor do imposto corresp. à saída de mercadorias não abrigada pela aplic. do incentivo do FOMENTAR. -RCTE - Art. 11, LVIII, a, Anexo IX";2013-01-01;2019-11-30
GO090018;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a 85% saldo devedor do imposto corresp. à saída de mercadorias não abrigada pela aplic. do incentivo do FOMENTAR. -RCTE - Art. 11, LVIII, a, Anexo IX";2019-12-01;2021-03-31
GO090018;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. ao % previsto do sd dev do imposto das saídas de mercadorias não abrigadas pelo incentivo do FOMENTAR. -RCTE - Art. 11, LVIII, a, Anexo IX.";2021-04-01;2021-06-30
GO090018;"Cr. out. p/ o ind de veíc aut benef do FOMENTAR ou PROGOIÁS, equiv. ao % do sd dev do imposto das saídas de mercadorias não abrigadas pelo incentivo do FOMENTAR ou PROGOIÁS. -RCTE - Art. 11, LVIII, a, Anexo IX e IN 1498/2021-GSF.";2021-07-01;
GO090019;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a 93,333% do valor da parcela não incentivada do imposto, correspondente à saída de veículos, suas partes e peças. -RCTE - Art. 11, LVIII, b, Anexo IX";2013-01-01;2019-11-30
GO090019;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a 50% do valor da parcela não incentivada do imposto, correspondente à saída de veículos, suas partes e peças. -RCTE - Art. 11, LVIII, b, Anexo IX";2019-12-01;2021-03-31
GO090019;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. ao % do valor da parcela não incentivada do imposto, correspondente à saída de veículos, suas partes e peças. -RCTE - Art. 11, LVIII, b, Anexo IX.";2021-04-01;2021-06-30
GO090019;"Cr. out. p/ o ind de veíc aut benef. do FOMENTAR ou PROGOIÁS, equiv. ao % do valor da parcela não incentivada do imposto, corresp à saída de veíc, suas partes e peças. -RCTE - Art. 11, LVIII, b, Anexo IX e IN 1498/2021.";2021-07-01;
GO090020;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 85% sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ produzir. -RCTE - Art. 11, LVII, a, Anexo IX";2019-12-01;2021-03-31
GO090020;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 98% sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ produzir. -RCTE - Art. 11, LVII, a, Anexo IX";2013-01-01;2019-11-30
GO090020;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. ao % sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ produzir. -RCTE - Art. 11, LVII, a, Anexo IX.";2021-04-01;2021-06-30
GO090020;"Cr. out. p/ o ind de veíc aut. e fab. de extintores benef. do PRODUZIR ou PROGOIÁS, equiv. ao % sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ produzir ou PROGOIÁS. -RCTE - Art. 11, LVII, a, Anexo IX e IN 1498/2021-GSF.";2021-07-01;
GO090021;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 92,593% do valor da parc. não incentivada do imposto. -RCTE - Art. 11, LVII, b, Anexo IX";2013-01-01;2019-11-30
GO090021;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 44,44% do valor da parc. não incentivada do imposto. -RCTE - Art. 11, LVII, b, Anexo IX";2019-12-01;2021-03-31
GO090021;"Cr. out. p/ o ind de veíc aut e fab. de extintores benef. do PRODUZIR ou PROGOIÁS, equiv. ao % do valor da parc. não incentivada do imposto. –RCTE - Art. 11, LVII, b, Anexo IX e IN 1498/2021-GSF.";2021-07-01;
GO090021;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. ao % do valor da parc. não incentivada do imposto. –RCTE - Art. 11, LVII, b, Anexo IX.";2021-04-01;2021-06-30
GO090022;"Cr. out. p/ para a empresa benef. do PRODUZIR, que implantar, em GO, empreend. industrial p/ a produção de componente p/ aeronave/montagem de avião, equiv. a 92,53% do valor da parcela não incentivada pelo ref. programa. -RCTE - Art. 11, LIX, a, Anexo IX";2013-01-01;2022-11-30
GO090023;"Cr. out. p/ para a empresa beneficiária do PRODUZIR, p/ a produção de componente p/ aeronave e p/ montagem de avião, equiv. a 98% do valor do sd. devedor do imposto corresp. à saída de partes e peças, importadas do ext. -RCTE - Art. 11, LIX, b, Anexo IX";2013-01-01;2022-11-30
GO090024;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. a 98% do valor do saldo dev. do imposto corresp. à saída de grupos ger. de energia elét., import. do exterior. -RCTE - Art. 11, LX, a, Anexo IX";2013-01-01;2019-11-30
GO090024;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. a 85% do valor do saldo dev. do imposto corresp. à saída de grupos ger. de energia elét., import. do exterior. -RCTE - Art. 11, LX, a, Anexo IX";2019-12-01;2021-03-31
GO090024;"Cr. out. para ind de grupos geradores de energia elét/ind. produt. de maq. e equip. constantes do Anexo L, LIII e LIV do Anexo IX, benef. do PRODUZIR, equiv. ao % especificado. -RCTE - Art. 11, LX, a, Anexo IX e IN 1498/2021-GSF.";2024-04-01;
GO090024;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao % do valor do saldo dev. do imposto corresp. à saída de grupos ger. de energia elét., import. do exterior. -RCTE - Art. 11, LX, a, Anexo IX.";2021-04-01;2021-06-30
GO090024;"Cr. out. para ind de grupos geradores de energia elét., benef. do PRODUZIR ou PROGOIÁS, equiv. ao % do valor do saldo dev. do imposto corresp. à saída de grupos ger. de e. elét., import. do ext. -RCTE - Art. 11, LX, a, Anexo IX e IN 1498/2021-GSF.";2021-07-01;2024-03-31
GO090025;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elétrica, beneficiária do PRODUZIR, equiv. 92,593% do valor da parcela não incentivada pelo referido programa, corresp. à saída de grupo gerad. -RCTE - Art. 11, LX, b, Anexo IX";2013-01-01;2019-11-30
GO090025;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elétrica, beneficiária do PRODUZIR, equiv. 44,44% do valor da parcela não incentivada pelo referido programa, corresp. à saída de grupo gerad. -RCTE - Art. 11, LX, b, Anexo IX";2019-12-01;2021-03-31
GO090025;"Cr. out. para ind de grupos geradores de energia elétrica/ind. produt. de maq. e equip. constantes do Anexo L, LIII e LIV do Anexo IX, benef. do PRODUZIR, equiv. ao % do valor da parcela não incentivada-RCTE - Art. 11, LX, b, Anexo IX e IN 1498/2021-GSF.";2024-04-01;
GO090025;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elétrica, beneficiária do PRODUZIR, equiv. ao % do valor da parcela não incentivada pelo referido programa, corresp. à saída de grupo gerad. -RCTE - Art. 11, LX, b, Anexo IX.";2021-04-01;2021-06-30
GO090025;"Cr. out. para ind de grupos geradores de energia elétrica, beneficiária do PRODUZIR ou PROGOIÁS, equiv. ao % do valor da parcela não incentivada pelo ref programa, corresp. à saída de grupo gerad. -RCTE - Art. 11, LX, b, Anexo IX e IN 1498/2021-GSF.";2021-07-01;2024-03-31
GO090026;"Créd. outorg p/ o benef. do Incentivo à Instalação de Empresas Ind. Montadoras em GO - PROGREDIR ou do incentivo Apoio à Instalação de Central Única de Dist. de Produtos em GO – CENTROPRODUZIR. Condicionado a TARE. RCTE – Art. 11, LXIV, Anexo IX";2013-02-01;2023-04-30
GO090027;"Crédito do ICMS pago em razão da não exportação nos prazos previstos de mercadorias remetidas com o fim específico de exportação ou para a formação de lote. Art. 80 do Anexo XII do RCTE.";2009-01-01;
GO090028;"Pagamento antecipado do ICMS - por Portaria de Regime Especial de Controle, Fiscalização e Arrecadação. - RCTE - Arts. 340 § 1º, I; 463";2013-07-01;
GO090029;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. - RCTE - Art. 11, LX, c, Anexo IX";2013-12-01;2021-12-31
GO090029;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. - RCTE - Art. 11, LX, c, Anexo IX. Mantido p/ sit. art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO090030;"Crédito do ICMS recebido em transferência para a quitação de débitos relacionados com o ICMS, conforme Programa Incentivo à Regularização Fiscal de Empresas no Estado de Goiás – Regulariza. Lei nº 18.459/14 e Art. 15 IN nº 1182/14-GSF.";2014-05-01;
GO090031;"Crédito outorgado para o industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. RCTE - Art. 11, LXVII, Anexo IX";2014-04-01;2021-12-31
GO090031;"Crédito outorgado para o industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. RCTE - Art. 11, LXVII, Anexo IX. Mantido p/ sit. art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO090032;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1208/15-GSF, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR.  Art. 5º da IN nº 1.208/15 - GSF.";2016-03-01;
GO090033;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1209/15-GSF, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR. Art. 4º da IN nº 1.209/15 - GSF.";2015-03-01;
GO090034;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1213/15-GSF, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR. Art. 4º da IN nº 1.213/15 - GSF.";2016-03-01;
GO090035;"Crédito para o contribuinte que houver efetuado o pagto. do ICMS normal na forma prevista na IN 1220/15-GSF (parcelado), que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios CENTROPRODUZIR ou PROGREDIR Art. 5º da IN 1.220/15-GSF";2016-05-01;
GO090036;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1219/15-GSF (parcelado), que será utilizado como dedução do ICMS a pagar após a aplic. do cr. out. do subprograma LOGPRODUZIR. Art. 5º da IN nº 1.219/15-GSF";2016-05-01;
GO090037;"Cr. outorgado p/ o estab. benef. do PRODUZIR/FOMENTAR que promover a industrial. de prod. comest. result. de abate de aves (conf. valor definido), p/ ser efetiv. investido em proj. de impla. ou ampl. de compl. indust. em GO. RCTE - Art. 12, IX do Anexo IX";2015-12-01;2019-09-30
GO090038;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1269/16-GSF, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR. Art. 5º da IN nº 1.269/16- GSF";2016-03-01;2017-06-30
GO090038;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1269/16-GSF ou parcelado, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR.";2017-07-01;
GO090039;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1265/16-GSF, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR.  Art. 4º da IN nº 1.265/16 - GSF";2016-03-01;2017-06-30
GO090039;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1265/16-GSF ou parcelado, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR.  Art. 4º da IN nº 1.265/16 - GSF";2017-07-01;
GO090040;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1266/16-GSF, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR. Art. 4º da IN nº 1.266/16 - GSF";2016-03-01;2017-06-30
GO090040;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1266/16-GSF ou parcelado, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR.";2017-07-01;
GO090041;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1267/16-GSF (parcelado), que será utilizado como dedução do ICMS a pagar após a aplic. do cr. out. do subprograma LOGPRODUZIR. Art. 5º da IN nº 1.267/16-GSF";2016-03-01;2017-06-30
GO090041;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1267/16-GSF ou parcelado, que será utilizado como dedução do ICMS a pagar após a aplic. do cr. out. do subprograma LOGPRODUZIR.";2017-07-01;
GO090042;"Crédito para o contribuinte que houver efetuado o pagto. do ICMS normal na forma prevista na IN 1268/16-GSF (parcelado), que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios CENTROPRODUZIR ou PROGREDIR Art. 5º da IN 1.268/16-GSF";2016-03-01;2017-06-30
GO090042;"Crédito para o contribuinte que houver efetuado o pagto. do ICMS normal na forma prevista na IN 1268/16-GSF ou parcelado, que será utilizado como dedução do ICMS a pagar após a aplicação dos benefícios CENTROPRODUZIR ou PROGREDIR.";2017-07-01;
GO090043;"Apropriação do cr. outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de cerveja e chope, limitado ao valor equiv. ao perc. de 12% do valor total do investimento. RCTE – Art. 12, X do Anexo IX.";2016-03-01;
GO090044;"Apropriação do crédito outorgado para o estabelecimento beneficiário do PRODUZIR, fabricante de atomatados, para ser efetivamente investido em projeto de implantação de empreendimento industrial em GO. RCTE – Art. 12, XI do Anexo IX.";2016-05-01;
GO090045;"Crédito outorgado p/ benef. do PRODUZIR, até o valor equivalente à execução de obras de infraestrutura para aperfeiçoamento logístico da distribuição da produção. -RCTE - Art. 11, LXVIII do Anexo IX";2017-05-01;
GO090045;"crédito outorgado p/ benef. do PRODUZIR, até o valor equivalente à execução de obras de pavimentação de rodovia de acesso à implantação de unidade industrial em GO. -RCTE - Art. 11, LXVIII do Anexo IX";2015-08-01;2017-04-30
GO090046;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor efetivamente investido na execução de obras de engenharia. - RCTE - Art. 11, LX, d, Anexo IX";2017-04-01;2021-12-31
GO090046;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor efetivamente investido na execução de obras de engenharia. - RCTE - Art. 11, LX, d, Anexo IX. Mantido p/ sit. art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO090047;"Cr. out. para o estabelecimento beneficiário do Programa de Desenvolvimento Industrial de Goiás -PRODUZIR- fabricante de latas de alumínio para indústria de cerveja e outras bebidas. RCTE - Art. 12, XIII do Anexo IX";2017-04-01;
GO090048;"Crédito do ICMS recebido em transferência para a quitação de débitos relacionados com o ICMS, conforme medidas facilitadoras para quitação de débitos para com a fazenda pública estadual. Lei nº 19.738/17 e Art. 15 IN nº 1348/17-GSF.";2017-07-01;2019-01-31
GO090049;"Crédito outorgado para o industrial fabricante de conservas, atomatados e alimentos, beneficiário do PRODUZIR/FOMENTAR. RCTE - Art. 11, LXXIV, Anexo IX";2017-07-01;2021-12-31
GO090049;"Crédito outorgado para o industrial fabricante de conservas, atomatados e alimentos, beneficiário do PRODUZIR/FOMENTAR. RCTE - Art. 11, LXXIV, Anexo IX. Mantido p/ sit. art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO090050;"Crédito outorgado do momento da entrada correspondente à aquisição de arroz ou feijão produzidos no Estado de Goiás RCTE - Inciso XXXI do Art. 11 do Anexo IX";2017-11-01;
GO090051;"Crédito outorgado do momento da entrada correspondente à aquisição dos demais produtos agrícolas produzidos no Estado de Goiás RCTE - Inciso XXXI do Art. 11 do Anexo IX";2017-11-01;2018-10-31
GO090051;"Crédito outorgado do momento da entrada correspondente à aquisição dos demais produtos agrícolas produzidos no Estado de Goiás RCTE - Inciso XXXI do Art. 11 do Anexo IX";2018-11-01;
GO090052;"Crédito outorgado de ICMS referente à utilização extemporânea de incentivo financeiro fiscal do Programa Produzir consignado em Despacho autorizativo,  mediante Parecer.";2021-05-01;
GO090053;"Crédito Outorgado do ICMS a rec. destinado a Projeto Cultural, contribuinte beneficiário de incentivo financeiro Fomentar/PRODUZIR/PROGOIÁS. Art. 12, XIX, f, 1.1, Anexo IX.";2021-12-01;2023-02-28
GO090054;"Crédito a ser lançado pelo produtor detentor de TARE, correspondente ao imposto retido pelo substituto tributário nas operações com B100 - RCTE, Anexo XII, Art. 262, I, “b”.";2022-01-01;
GO090055;"Crédito do ICMS recebido em transf. por benef. do Fomentar/Produzir, relacionado com op. ou prestação abrigada por benef. Fiscal, ou, tratamento trib. diferenciado prev. em lei específica, associados com o de manut. dos créd. pela entrada. Dec. 10089/22.";2022-07-01;
GO090056;"Antecipação de ICMS de imposto apropriado em decorrência de pagamento antecipado pela futura operação interna. § único do Art. 59-F do Anexo VIII do RCTE.";2022-10-01;
GO090057;"Crédito Outorgado para Industrial Produtor de EHC conforme percentuais estabelecidos na legislação. Lei 21.577/22, Art. 2º, II e IV e IN 1.531/22-GSE.";2022-09-01;
GO090058;"Crédito Outorgado – Industrializador de soja produzida em Goiás efetivamente industrializada – art. 11, XXXI-A do Anexo IX do RCTE.";2023-02-01;
GO090059;"Crédito Outorgado – Operação via internet – e-commerce – art. 11, LXXVI, “a” do Anexo IX do RCTE.";2023-02-01;2023-02-01
GO090060;"Crédito Outorgado – Operação via internet – e-commerce – art. 11, LXXVI, “b” do Anexo IX do RCTE.";2023-02-01;2023-02-01
GO090061;"Crédito Outorgado para o contribuinte do ICMS que apoiar financeiramente projeto cultural vinculado à Secretaria de Estado da Cultura - SECULT. Art 11, LXXVII do Anexo IX do RCTE.";2023-02-01;
GO090062;"Créd. Out. no % estabelecido ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. L, LIII e LIV do Anexo IX do RCTE, oper. não abrangidas pelo PROGOIÁS – RCTE, Art. 11, LX-A, ‘a’.";2024-04-01;
GO090062;"Créd. Out. no % estabelecido ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. ‘L’ do Anexo IX do RCTE, oper. não abrangidas pelo PROGOIÁS – RCTE, Art. 11, LX-A, ‘a’.";2023-02-01;2024-03-31
GO090063;"Créd. Out. no % estabelecido do vlr do saldo dev. das oper. incentivadas ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. L, LIII e LIV do Anexo IX do RCTE, após aplicação do PROGOIÁS – RCTE, Art. 11, LX-A, ‘b’.";2024-04-01;
GO090063;"Créd. Out. no % estabelecido do vlr do saldo dev. das oper. incentivadas ao Ind. Grupos geradores ou Ind.  produtor de maq e equipamentos do Apen. ‘L’ do Anexo IX do RCTE, após aplicação do PROGOIÁS – RCTE, Art. 11, LX-A, ‘b’.";2023-02-01;2024-03-31
GO090064;"Créd. Out. para investimento em infraestrutura no % estabelecido na legislação. Anexo IX do RCTE – RCTE, Art. 12, XVI.";2023-02-01;
GO090065;"Crédito de restituição do PROTEGE sobre benefícios fiscais do Anexo IX do RCTE, com código de recolhimento ""4014"" - Art. 4º, § 3ºda IN 639/03-GSF c/c Art. 490-A, §1º do RCTE.";2023-10-01;
GO090066;"Crédito de restituição do PROTEGE sobre a fruição do PRODUZIR/FOMENTAR - Lei 20.367/18, com código de recolhimento ""4888"" - Art. 4º, § 3ºda IN 639/03-GSF c/c Art. 490-A, §1º do RCTE.";2023-10-01;
GO090067;"Crédito de restituição do PROTEGE sobre a fruição do PROGOIÁS - Lei 20.787/20, com código de recolhimento ""4990"" - Art. 4º, § 3ºda IN 639/03-GSF c/c Art. 490-A, §1º do RCTE.";2023-10-01;
GO090068;"Crédito de restituição do PROTEGE sobre a fruição do PROGOIÁS RURAL - Lei 21.066/21, com código de recolhimento ""5017"" - Art. 4º, § 3ºda IN 639/03-GSF c/c Art. 490-A, §1º do RCTE.";2023-10-01;
GO090069;"Crédito de restituição do PROTEGE sobre a fruição do FOMENTAR/PRODUZIR - Lei 18.360/13, com código de recolhimento ""4402"" - Art. 1º, Parágrafo Único, Inciso I da IN 1188/14-GSF c/c Art. 490-A, §1º do RCTE.";2023-10-01;
GO090070;"Crédito Outorgado para o industrial do setor alcooleiro do FOMENTAR/PRODUZIR ou PROGOIÁS, com TARE no % estabelecido na legislação sobre o saldo devedor do ICMS - Art. 11, XXVI-A, Anexo IX do RCTE.";2024-04-01;2024-04-01
GO090071;"Crédito FUNDEINFRA - compensação - art. 6º-A da Lei nº 21.670/2022 e Art. 1º, II, a, IN 1.591/2024-GSE.";2024-10-01;
GO090072;"Antecipação da Substituição tributária de EHC adquirido por contribuinte substituto tributário na operação interna subsequente. Art. 12-B e 65, IV ambos do Anexo VIII do RCTE.";2020-01-01;
GO090073;"Crédito recebido em transferência nos termos da IN 1.611/2025.";2025-09-01;2025-09-01
GO090073;"Crédito recebido em transferência nos termos da IN 1.611/2025-GSE.";2025-09-02;
GO100001;"Repasse de ICMS por deduções efetuadas de outras UF - Conv. ICMS 110/07, Cláusula 22ª, III e Art. 61-D, III, “a”, Anexo VIII do RCTE";2009-01-01;
GO100002;"ICMS debitado referente à mercadoria submetida ao regime de substituição -Art. 80, III do Anexo VIII do RCTE.";2011-07-01;2014-12-31
GO100003;"ICMS debitado pelo contrib. substituído que mantiver estoque de mercadoria sujeito à ST e destinada à comercialização, e para a qual ocorra aumento da carga tributária na operação interna -RCTE - Art. 80, § Único - Anexo VIII";2011-07-01;2016-03-31
GO100004;"Substituição tributária pela operação anterior do ICMS do produto (substituto tributário localizado em outra UF). - Protocolo ICM 06/86.";2012-12-01;
GO100005;"Substituição tributária pela operação anterior do ICMS sobre a prestação de serviço de transporte (substituto localizado em outra UF). - Protocolo ICM 06/86 c/c Art. 24, Anexo VIII, RCTE.";2012-12-01;
